Ref;Location;lat;long;Region;Bioregion;Depth;Specie;Genus;Life-form;DBD;Mud %;CaCO3;OM;Corg
68;Ameralik;64.24920869;-51.58321006;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;1.55;;;;
68;Ameralik;64.24920869;-51.58321006;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;1.59;;1.06;0.88;0.14
68;Kapisilit;64.4626363;-50.216667;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;1.54;;3.86;1.60;0.43
69;;42.19941946;-8.797298529;Atlantic Europe;Temperate North Atlantic;2.1;Zostera marina;Zostera spp.;Opportinistic;;1.2;;;0.7
70;;37.24217204;-75.85452075;NE America;Temperate North Atlantic;;mixed;mixed;;;;;;0.005
71;;34.12470336;133.2311693;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;;;;0.008
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.2055;;;4.249056539;1.497094312
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.282;;;3.484590438;1.168373888
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.424;;;2.787390734;0.868578016
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.261;;;2.4433677;0.720648111
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.339;;;2.055331258;0.580200765
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.5015;;;2.300555601;0.659238908
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.456;;;2.495500165;0.743065071
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.35;;;2.336352096;0.674631401
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.415;;;1.998149006;0.529204073
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.487898089;;;2.599306992;0.796446067
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.316687898;;;3.82599439;1.315177588
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.367643312;;;4.388716628;1.55714815
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.426;;;2.084869093;0.56649371
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.308;;;1.881511754;0.495287892
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.648;;;2.42711264;0.713658435
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.364;;;3.857785329;1.328847692
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.31;;;3.166994244;1.031807525
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;0.948;;;5.179902567;1.897358104
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.164;;;2.588708934;0.783144842
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.012;;;2.063136372;0.55714864
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.344;;;2.243783746;0.634827011
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.45;;;2.605294671;0.790276709
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.558;;;3.061048945;0.986251047
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.604;;;3.040783414;0.977536868
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.44;;;3.61537512;1.224611302
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.298;;;6.08475971;2.286446675
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.476;;;4.548111239;1.625687833
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.468;;;2.175931561;0.605650571
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.506;;;2.674349571;0.819970316
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.426;;;2.674349571;0.819970316
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.434;;;3.536644873;1.190757295
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.602;;;1.771110727;0.431577613
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.644;;;4.037765842;1.406239312
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.4205;;;3.773376918;1.292552075
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.3935;;;3.301538455;1.089661536
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.4205;;;2.676462987;0.820879085
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.3935;;;3.274770179;1.078151177
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.324840764;;;3.536644873;1.190757295
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.2795;;;3.201766155;1.046759447
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.2415;;;2.469557871;0.731909885
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.132;;;2.294726225;0.656732277
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.173;;;2.291653852;0.655411156
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.1395;;;3.291864773;1.085501852
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.379;;;1.748102294;0.421683986
72;;-4.437752526;39.51850522;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.2105;;;2.281943766;0.65123582
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;1.86;20.36;;;1.2
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.52;1.84;;;1.5
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.4;0.68;;;0.33
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;1.15;59.86;;;1.15
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;1.69;18.48;;;0.51
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.29;65.77;;;0.87
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.44;41.35;;;1.3
73;Hainan Island;19.14199057;109.7405775;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.53;19.23;;;0.39
74;;8.194273045;98.53591263;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;;;;;0.72
74;;8.194273045;98.53591263;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;;;;;0.7
74;;8.194273045;98.53591263;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;;;;;0.43
75;;1.330556277;103.5667396;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;0.007;;;;0.62
75;;1.329150837;103.5920444;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;0.004;;;;0.35
75;;1.335961807;103.6016688;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;0.004;;;;0.31
77;;-27.25152783;153.210534;E Australia;Tropical Indo-Pacific;;Cymodocea serrulata;Cymodocea spp.;Opportinistic;;0;;;
77;;-27.25152783;153.210534;E Australia;Tropical Indo-Pacific;;Halophila spp.;Halophila spp.;Colonising;;0;;;
77;;-27.25152783;153.210534;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;;1.4;;;
77;;-27.25152783;153.210534;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;;0.6;;;
78;;-2.854652887;-41.44478481;NE Latin America;Tropical Atlantic;1.71;Halodule spp.;Halodule spp.;Colonising;;9.1;;;2.18
78;;-32.41430411;-52.68155021;NE Latin America;Tropical Atlantic;1.3;Ruppia maritima;Ruppia spp.;Colonising;;7.1;;;0.57
79;;18.40918607;109.9865904;SE Asia;Tropical Indo-Pacific;;Thalasia hemprichii;Thalassia spp.;Persistent;1.78;5.5;;;
79;;18.40918607;109.9865904;SE Asia;Tropical Indo-Pacific;;Thalasia hemprichii;Thalassia spp.;Persistent;1.75;5.6;;;
79;;18.40918607;109.9865904;SE Asia;Tropical Indo-Pacific;;Thalasia hemprichii;Thalassia spp.;Persistent;1.71;1.5;;;
79;;18.40918607;109.9865904;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.74;9.3;;;
79;;18.40918607;109.9865904;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.72;5.6;;;
79;;18.40918607;109.9865904;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.71;7.8;;;
80;;27.98111796;48.80201829;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.3;;;;0.54
80;;27.98111796;48.80201829;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.3;;;;0.56
80;;27.98111796;48.80201829;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.1;;;;0.5
80;;27.26136512;49.59380438;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.3;;;;0.76
80;;27.26136512;49.59380438;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;0.9;;;;0.98
80;;27.26136512;49.59380438;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.2;;;;1.12
80;;26.63244562;50.0601045;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.2;;;;0.74
80;;26.63244562;50.0601045;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.2;;;;0.6
80;;26.63244562;50.0601045;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.1;;;;0.68
80;;25.6140007;50.24275221;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.1;;;;0.49
80;;25.6140007;50.24275221;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1;;;;0.56
80;;25.6140007;50.24275221;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;0.9;;;;0.59
81;;49.1994081;-125.8187387;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.15;;;;0.24
81;;49.1994081;-125.8187387;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.16;;;;0.21
81;;49.1994081;-125.8187387;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.14;;;;0.24
81;;49.1994081;-125.8187387;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.17;;;;0.37
81;;49.1994081;-125.8187387;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.22;;;;0.46
81;;49.1994081;-125.8187387;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.36;;;;0.48
83;;-36.83506115;174.7130641;E Australia;Temperate Southern Oceans;Inrtertidal;Zostera muelleri;Zostera spp.;Opportinistic;;12.37;;;1.41
84;;-6.158093;39.19181;SE Africa;Tropical Indo-Pacific;;mixed;mixed;;;0.5;;;
84;;-6.158093;39.19181;SE Africa;Tropical Indo-Pacific;;mixed;mixed;;;0.8;;;
84;;-6.158093;39.19181;SE Africa;Tropical Indo-Pacific;;mixed;mixed;;;1.1;;;
84;;-6.158093;39.19181;SE Africa;Tropical Indo-Pacific;;mixed;mixed;;;0.7;;;
85;;34.69826296;33.20978947;Mediterranean Sea;Mediterranean;25.9;Posidonia oceanica;Posidonia spp.;Persistent;;23.03;;;8.23
85;;34.69826296;33.20978947;Mediterranean Sea;Mediterranean;22.7;Posidonia oceanica;Posidonia spp.;Persistent;;21.16;;;7.87
85;;34.69826296;33.20978947;Mediterranean Sea;Mediterranean;22.2;Posidonia oceanica;Posidonia spp.;Persistent;;19.36;;;7.26
85;;34.69826296;33.20978947;Mediterranean Sea;Mediterranean;28.8;Posidonia oceanica;Posidonia spp.;Persistent;;19.72;;;7.74
86;;9.322906412;99.76704383;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.06;;;1.66;0.454
86;;9.322906412;99.76704383;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;0.90;;;1.07;0.218
87;;50.3532;-4.4418;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.98;;;2.30;1.20
87;;50.3312;-4.1982;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.11;;;2.47;1.25
87;;50.3605;-4.1604;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.86;;;3.47;1.62
87;;50.3571;-4.1528;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.77;;;12.32;4.94
87;;50.3411;-4.1303;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.07;;;2.51;1.30
87;;50.3101;-4.0663;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.87;;;2.68;1.37
87;;50.31399078;-4.08127361;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.96;;;1.85;1.04
87;;50.4049;-3.5448;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.05;;;2.59;1.33
87;;50.4607;-3.5337;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.14;;;1.97;1.10
87;;50.4032;-3.5216;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.04;;;2.43;1.28
87;;50.4646;-3.4879;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.09;;;1.56;0.95
87;;50.61253366;-2.523280578;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.34;;;9.39;3.82
87;;50.64994073;-1.945319224;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.19;;;1.40;0.86
88;;22.31391265;39.08295683;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;1.26;44;;;0.24
88;;22.31391265;39.08295683;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;1.18;44.2;;;0.24
88;;22.31391265;39.08295683;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;1.05;42.7;;;0.27
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;0.69;52.3;;;0.8
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;0.64;44.2;;;0.72
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;0.94;21.7;;;0.5
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;0.73;40.42;;;0.57
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;0.93;52.3;;;0.45
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;0.92;38.6;;;0.32
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.1;30.6;;;0.4
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;0.96;6.3;;;0.16
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;0.89;21.1;;;0.36
88;;22.45805172;39.07946137;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.05;11.2;;;0.21
88;;22.70716162;38.9817362;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.14;31.6;;;0.14
88;;22.70716162;38.9817362;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;0.91;15.1;;;0.95
88;;22.70716162;38.9817362;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.02;26.1;;;0.18
88;;22.70716162;38.9817362;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1;29.5;;;0.24
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;1.35;10.8;;;0.17
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;1.13;26.7;;;0.22
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;0.93;32.8;;;0.26
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;0.8;40.6;;;0.29
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;0.95;44.8;;;0.38
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;0.85;46.1;;;0.39
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;0.96;43.7;;;0.37
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;0.96;57;;;0.42
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;0.86;60.8;;;0.45
88;;22.30657818;39.10115681;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;0.94;61.5;;;0.44
89;;49.0143473;-123.1031109;NW America;Temperate North Pacific;0.5;Zostera marina;Zostera spp.;Opportinistic;1.35;14;;;0.28
89;;54.32148431;-130.3320948;NW America;Temperate North Pacific;1.04;Zostera marina;Zostera spp.;Opportinistic;1.42;11.5;;;0.41
89;;49.08127407;-68.33703404;NE America;Temperate North Atlantic;1.75;Zostera marina;Zostera spp.;Opportinistic;1.42;26.6;;;0.45
89;;38.32302115;-123.0478712;NW America;Temperate North Pacific;1;Zostera marina;Zostera spp.;Opportinistic;1.62;30.3;;;0.08
89;;40.84649531;-72.47680024;NE America;Temperate North Atlantic;0.54;Zostera marina;Zostera spp.;Opportinistic;1.3;15.5;;;0.27
89;;42.42278146;-70.91907316;NE America;Temperate North Atlantic;2;Zostera marina;Zostera spp.;Opportinistic;1.46;34.2;;;0.29
89;;44.61669648;-124.0207094;NW America;Temperate North Pacific;0.15;Zostera marina;Zostera spp.;Opportinistic;2.04;15.6;;;0.62
89;;32.64680658;-117.1677524;NW America;Temperate North Pacific;1.82;Zostera marina;Zostera spp.;Opportinistic;1.28;7.6;;;0.22
89;;37.96407763;-122.4300348;NW America;Temperate North Pacific;0.5;Zostera marina;Zostera spp.;Opportinistic;1.12;19.9;;;0.31
89;;37.21836058;-76.40236307;NE America;Temperate North Atlantic;1;Zostera marina;Zostera spp.;Opportinistic;1.43;9;;;0.17
89;;46.53720731;-123.9883215;NW America;Temperate North Pacific;3.16;Zostera marina;Zostera spp.;Opportinistic;0.93;36.9;;;0.77
89;;34.68118812;-76.63351973;NE America;Temperate North Atlantic;0.65;Zostera marina;Zostera spp.;Opportinistic;1.68;21.5;;;0.36
89;;30.46094675;-115.9573076;NW America;Temperate North Pacific;1.15;Zostera marina;Zostera spp.;Opportinistic;1.45;24.3;;;0.55
89;;32.93279287;130.3839914;E Asia;Temperate North Pacific;1.5;Zostera marina;Zostera spp.;Opportinistic;1;60.3;;;0.89
89;;34.30879973;132.9940363;E Asia;Temperate North Pacific;2;Zostera marina;Zostera spp.;Opportinistic;0.95;75.9;;;1.22
89;;34.75219555;127.488051;E Asia;Temperate North Pacific;0.4;Zostera marina;Zostera spp.;Opportinistic;1.02;81.3;;;1.28
89;;43.44686912;3.654047795;Mediterranean Sea;Mediterranean;2.1;Zostera marina;Zostera spp.;Opportinistic;1.33;76.3;;;2.34
89;;52.94552275;-4.562827845;Atlantic Europe;Temperate North Atlantic;2;Zostera marina;Zostera spp.;Opportinistic;1.33;43.6;;;0.44
89;;36.99509222;-7.844597457;Atlantic Europe;Temperate North Atlantic;1.18;Zostera marina;Zostera spp.;Opportinistic;1.2;25;;;1.65
89;;42.48775452;27.66613329;Mediterranean Sea;Mediterranean;5;Zostera marina;Zostera spp.;Opportinistic;1.28;2.3;;;2.35
89;;42.35096604;27.78188679;Mediterranean Sea;Mediterranean;2.5;Zostera marina;Zostera spp.;Opportinistic;1.26;7.5;;;4.68
89;;62.72693609;7.39777212;Atlantic Europe;Temperate North Atlantic;1;Zostera marina;Zostera spp.;Opportinistic;1.51;3.1;;;0.12
89;;58.33398739;11.54713196;Baltic Sea;Temperate North Atlantic;0.2;Zostera marina;Zostera spp.;Opportinistic;0.51;40.4;;;5.37
89;;58.33398739;11.54713196;Baltic Sea;Temperate North Atlantic;1.7;Zostera marina;Zostera spp.;Opportinistic;1.46;32.2;;;0.41
89;;57.70202482;11.93119902;Baltic Sea;Temperate North Atlantic;1.6;Zostera marina;Zostera spp.;Opportinistic;0.22;55.6;;;10.65
89;;56.15450192;15.16374479;Baltic Sea;Temperate North Atlantic;1.6;Zostera marina;Zostera spp.;Opportinistic;0.89;61.1;;;0.66
89;;57.97507875;11.72768178;Baltic Sea;Temperate North Atlantic;1.6;Zostera marina;Zostera spp.;Opportinistic;1.37;61;;;0.86
89;;58.0146752;11.71007318;Baltic Sea;Temperate North Atlantic;1.1;Zostera marina;Zostera spp.;Opportinistic;0.59;29.7;;;3.96
89;;58.05974031;11.81064824;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;0.45;27.6;;;2.44
89;;58.30111804;11.50133977;Baltic Sea;Temperate North Atlantic;1.7;Zostera marina;Zostera spp.;Opportinistic;0.42;68.1;;;3.78
89;;58.24940346;11.44276765;Baltic Sea;Temperate North Atlantic;2;Zostera marina;Zostera spp.;Opportinistic;0.96;52;;;2.61
89;;58.30261289;11.73271848;Baltic Sea;Temperate North Atlantic;3.8;Zostera marina;Zostera spp.;Opportinistic;1.21;2.6;;;0.26
89;;59.37408855;17.63206048;Baltic Sea;Temperate North Atlantic;2.3;Zostera marina;Zostera spp.;Opportinistic;1.5;4.3;;;0.45
89;;58.83164248;17.81546873;Baltic Sea;Temperate North Atlantic;3.5;Zostera marina;Zostera spp.;Opportinistic;1.42;5.4;;;0.42
89;;55.29839442;10.79913981;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.17;0.5;;;0.1
89;;55.43508253;10.57136704;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.15;27.1;;;3.23
89;;56.96319667;9.198406134;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.23;4;;;0.31
89;;56.69304245;9.223146503;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.22;17.8;;;1.53
89;;56.71295286;8.570955602;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.24;30.4;;;2.3
89;;56.78970916;8.481088185;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.252;23;;;2.18
89;;54.99280237;10.65249237;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.23;33.2;;;1.71
89;;55.03923347;10.68056375;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.27;34.7;;;5.78
89;;56.71295286;8.570955602;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.35;27.9;;;0.29
89;;55.19429916;12.19188373;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.37;8.1;;;0.12
89;;60.12240131;21.88991437;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.36;12.5;;;0.26
89;;60.11073736;21.72989712;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.36;4.2;;;0.2
89;;59.82391057;22.99029301;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.34;1.9;;;0.13
89;;59.82373716;23.07360868;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.34;2.7;;;0.16
